Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
GC,,,160,50,200,50,270,160,270,159.66000366210938,200,200,491,30,100,30,153.66000366210938,,,0,,,0,185,30,170,568,60,120,60,153.66000366210938,,,0,,,0,199.99000549316406,10,200,70,,,0
GCH,,,19048.66015625,,,0,,,0,9000,,,0,,,0,19048.66015625,,,0,,,0,565,,,0,,,0,19048.66015625,,,0,,,0,7500,,,0,,,0
GEN,,,125000,,,0,5,120000,5,140000,3,130000,3,,,0,239354.234375,,,0,,,0,130000,1,165000,1,1,130000,1,239354.234375,,,0,,,0,140000,,,0,,,0
GIN,,,2850,10,2850,219,10,2201,10,1950,20,2950,102,30,1800,170,2500,,,0,,,0,2870.3798828125,50,2800,92,20,2500,645,3000,,,0,,,0,2550,20,2495,121,200,2003,210
GL,,,284,60,284,3312,200,190,1482,235,173,235,669,5,150,1380,248.6999969482422,,,0,,,0,200.00999450683594,129,274,564,124,200.00999450683594,995,248.6999969482422,26,320,26,,,0,231.6300048828125,25,240,1485,500,180.00999450683594,750
GNZ,,,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0,13000,,,0,,,0,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0
GRA,,,3000,,,0,100,100,100,2200,,,0,,,0,1401.739990234375,,,0,,,0,2800,9,2800,9,5,1500,15,1401.739990234375,,,0,,,0,2995,10,2995,40,50,2503,60
GRN,86,,161.83999633789062,100,290,1572,500,150,2196,130,200,200,424,10,120,3006,120,32,120,32,,,0,137.10000610351562,63,151,1096,50,137,3067,110,38,140,388,,,0,100,40,100,2782,88,96,4656
GV,,,630,1,1050,20,100,630,100,1000,1,1200,11,,,0,1032.550048828125,,,0,,,0,700,3,999,127,11,700,11,1032.550048828125,,,0,,,0,690,6,1140,18,,,0
H,50,,120,2214,120,17688,100,90,13803,90,2207,90,5701,67,86.0999984741211,3309,90,,,0,,,0,64.41000366210938,210,90,16933,296,62.70000076293945,3195,80,480,80,704,,,0,60.9900016784668,800,60.97999954223633,138447,150,56,26691
H2O,,,34.97999954223633,3799,34.97999954223633,72655,18,22.399999618530273,33164,32.97999954223633,2500,32.900001525878906,21412,100,30,37750,10.010000228881836,,,0,30,21,2030,36.45000076293945,4230,36.45000076293945,31532,4000,30,73051,38,50,38,1217,3000,21.010000228881836,13000,28,395,28,14327,464,24.030000686645508,28893
HAB,,,150000,6,75000,30,2,60000,2,38000,,,0,,,0,53978.7890625,,,0,,,0,40000,,,0,,,0,53978.7890625,,,0,,,0,45000,,,0,,,0
HAL,75,,240,336,250,972,20,151.5,2196,270,70,269,446,60,210.00999450683594,2107,150,,,0,,,0,249,,,0,1000,205,3191,500,60,500,60,,,0,244.97999572753906,100,244,2139,44,152.00999450683594,645
HCC,,,400,121,444.44000244140625,541,770,400,1370,350,,,0,990,350,1025,328.1400146484375,,,0,,,0,399.7300109863281,20,420.69000244140625,530,100,400,700,328.1400146484375,,,0,,,0,1211.2099609375,20,1666.6099853515625,80,500,350,500
HCP,88,,147,48,147,543,100,120,1285,125,120,125,604,120,102.0999984741211,1758,149,,,0,,,0,150,297,158,3584,870,140,2168,100,9,100,109,,,0,96,190,124.98999786376953,1068,500,100,1700
HD,,,2800,32,2800,142,20,2200,80,2500,34,2500,34,30,1200,30,1609.739990234375,,,0,,,0,2511,5,2511,5,,,0,1609.739990234375,,,0,,,0,1609.739990234375,,,0,,,0
HE,75,,237,70,237,937,20,196,2843,115,150,110,2300,1000,90,1300,121.20999908447266,,,0,,,0,75.19999694824219,1633,79,9387,4371,75.0999984741211,4471,185,100,160,244,,,0,166.99000549316406,5,166.99000549316406,1449,100,78.01000213623047,909
HE3,,,290,492,290,682,50,180.00999450683594,376,224,53,225,1558,42,177,1030,50000,,,0,,,0,275,553,275,7053,200,250,1921,220,,,0,,,0,224.97999572753906,188,224.97999572753906,26629,24,172,1088
HER,,,2500,,,0,50,1801,86,1950,20,2500,20,20,1500,271,1200.0899658203125,,,0,,,0,3000,,,0,50,2100,1794,1400,30,1400,60,,,0,1721,,,0,81,1721,754
HEX,,,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0
HHP,,,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0
HMS,,,2000,,,0,20,1500,226,1600,48,1600,212,100,600.010009765625,249,575,,,0,50,750,50,1298.989990234375,4,1298.989990234375,952,1,1025,642,1000,13,1000,47,,,0,1351.5799560546875,24,1500,74,36,745,236
HNZ,,,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0
HOG,,,3600,10,5500,60,,,0,4400,30,4400,30,,,0,3884.449951171875,,,0,,,0,4500,,,0,,,0,3884.449951171875,,,0,,,0,3884.449951171875,,,0,,,0
HOP,,,2500,81,5858.85009765625,81,20,1750,70,2700,,,0,40,1700,228,906.6699829101562,,,0,,,0,2400,7,4998.990234375,620,3,2400,988,906.6699829101562,,,0,,,0,2099.02001953125,96,2099.02001953125,261,9,1777.010009765625,489
HPC,,,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0,20000,5,4000,5,,,0,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0
HPR,,,732931.375,,,0,,,0,732931.375,,,0,,,0,732931.375,,,0,,,0,732931.375,1,999999,2,,,0,732931.375,,,0,,,0,732931.375,,,0,,,0
HSE,,,12000,40,13000,217,5,12000,92,5100,,,0,6,5100,74,11000,1,9500,9,,,0,11700,3,11700,37,20,8000,45,6520.85986328125,,,0,30,5000,30,12499,1,12499,41,1,11100,26
HSS,,,2175,6,2175,192,30,1800,235,1500,,,0,20,1350,120,1000,,,0,,,0,3000,,,0,8,2000,1683,1109.52001953125,20,2000,20,,,0,2500,70,2495,247,21,1700,721
HTE,,,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0
HYR,,,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0
I,,,375,10,340,3135,23,300,183,426.8800048828125,5,450,101,,,0,634.2899780273438,,,0,,,0,236,100,399,2337,20,235,218,634.2899780273438,100,300,100,,,0,218.7100067138672,5,249.99000549316406,2814,200,200.10000610351562,383
IDC,20000,,20000,4,25000,7,100,20000,100,20000,1,30000,1,100,20000,100,10433.23046875,,,0,,,0,20000,34,22000,34,100,20000,100,10433.23046875,,,0,,,0,20000,10,22000,10,100,20000,100
IMM,,,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0
IND,,,2100,43,5250,43,98,2100,195,2500,6,1850,37,1,1200,22,2000.25,,,0,,,0,2400,10,2400,10,10,1900,41,2000.25,,,0,,,0,2400,10,2400,10,1,1750,1
INS,,,115,45994,115,48668,970,109,114720,139,1438,140,13641,200,111.11000061035156,3474,9,,,0,,,0,140,2182,140,19699,200,116.01000213623047,10944,160,2000,120,2000,,,0,119,5095,119,54787,80,100.01000213623047,92
JUI,,,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0
KOM,,,600,60,600,4230,100,520,838,500,38,500,3138,20,450,741,450,,,0,,,0,774,283,774,883,100,550,2639,400,236,350,717,,,0,442,50,675,1071,8,442,1564
KV,,,14399.349609375,2,14444.41015625,2,,,0,12000,,,0,3,8000,5,13713.3798828125,,,0,,,0,12000,2,15000,19,12,11000,14,13713.3798828125,,,0,,,0,14250,6,14250,10,4,12750,14
LBH,,,2699.989990234375,8,2699.989990234375,297,10,2002,566,2813.860107421875,23,2899.989990234375,336,58,2210,107,2000,,,0,6,300,6,2550,2,2550,3612,1,2400,295,1900,38,1900,66,,,0,2899.60009765625,4,2899,87,20,1701,119
LC,,,2100,20,5500,20,10,1900.010009765625,126,1700,,,0,20,800,95,3206.679931640625,,,0,,,0,2350,,,0,3,2000,134,3206.679931640625,,,0,,,0,5000,35,5000,35,100,500,100
LCB,,,300000,1,325000,3,1,290000,1,250000,,,0,1,250000,1,330863.5625,,,0,,,0,290000,1,290000,12,,,0,330863.5625,,,0,,,0,325000,1,325000,1,,,0
LCR,,,936.1099853515625,,,0,,,0,1989.800048828125,,,0,,,0,2970,,,0,,,0,1941.9300537109375,14,2000,14,,,0,2970,,,0,,,0,2000,,,0,,,0
LD,,,9000,,,0,,,0,10000,4,10000,4,,,0,5134.419921875,,,0,,,0,9000,80,7500,201,,,0,5134.419921875,,,0,,,0,5134.419921875,7,10000,7,,,0
LDE,,,5889.990234375,6,5887.9501953125,104,5,4201,81,5279,2,6000,176,20,3601.010009765625,20,4200,,,0,,,0,5595,10,5595,597,100,4051,250,4200,20,6000,20,40,3600,40,5945.990234375,64,5945.990234375,134,12,5000,45
LDI,,,40,6,250,6,,,0,264.3299865722656,,,0,917,200,917,287.2099914550781,,,0,,,0,295,,,0,,,0,287.2099914550781,,,0,,,0,444,66,444,143,,,0
LES,,,700,109,800,307,,,0,1000,,,0,,,0,228.57000732421875,,,0,,,0,649,5,649,343,,,0,228.57000732421875,,,0,,,0,400,30,700,140,,,0
LFE,,,195000,2,200000,3,2,180000,2,180000,1,180000,3,1,150000,1,75567.2265625,,,0,,,0,220000,13,220000,13,1,160000,2,75567.2265625,,,0,,,0,200000,1,220000,1,,,0
LFL,,,350000,1,350000,1,1,300000,2,250000,2,250000,2,,,0,122737.671875,,,0,,,0,300000,1,325000,2,,,0,122737.671875,,,0,,,0,122737.671875,,,0,,,0
LFP,,,6000,,,0,,,0,3000,4,3000,4,,,0,7461.4599609375,,,0,,,0,5000,7,4000,14,,,0,7461.4599609375,,,0,,,0,7461.4599609375,,,0,,,0
LHP,,,2350,94,2275,423,571,1500,571,1900,19,1900,55,,,0,1616.9200439453125,,,0,,,0,2350,200,2200,1423,30,1800,30,1400,15,1400,17,,,0,2500,21,2500,56,,,0
LI,,,700,320,1250,769,,,0,750,900,750,1715,,,0,472.2900085449219,,,0,,,0,737.47998046875,80,700,1243,200,650,300,472.2900085449219,,,0,,,0,940,,,0,70,400,70
LIO,,,250,311,350,510,100,180,123,300,249,300,249,100,210,200,19000,,,0,,,0,380,74,250,2364,15,200,1065,68.56999969482422,,,0,,,0,475,,,0,400,210.02000427246094,500
LIS,250000,,450000,,,0,100,250000,100,350000,,,0,100,250000,100,257504.296875,,,0,,,0,450000,,,0,100,250000,100,257504.296875,,,0,,,0,257504.296875,1,625000,1,100,250000,100
LIT,,,13124.9404296875,,,0,,,0,13124.9404296875,,,0,,,0,13124.9404296875,,,0,,,0,9999,,,0,,,0,13124.9404296875,,,0,,,0,13124.9404296875,1,9999,1,,,0
LOG,56000,,56000,5,57000,24,50,56001,150,56000,4,70000,4,100,56000,100,28263.599609375,,,0,,,0,56281.25,,,0,100,56000,100,28263.599609375,,,0,,,0,75000,,,0,100,56000,100
LSE,,,5000,59,5000,729,4,4100,17,5870.31005859375,51,6699.990234375,124,2,5000,5,4650,,,0,,,0,5900,59,5900,219,8,4300,292,6000,15,6000,15,36,4200,36,5750,24,5850,137,4,5000,109
LSL,,,200000,1,250000,1,,,0,205256.8125,1,350000,1,1,250000,1,205256.8125,,,0,,,0,300000,,,0,,,0,205256.8125,,,0,,,0,205256.8125,,,0,,,0
LST,,,148,774,148,5158,100,81,6158,75,384,75,8216,182,71.01000213623047,2173,41,,,0,,,0,113,178,112.5,3346,300,111,3553,50,183,50,353,,,0,100.0999984741211,539,120,2549,17,100.08999633789062,2598
LTA,,,3990,19,3990,44,4,3100,85,2424.570068359375,3,2470,137,10,1300,10,1950,,,0,,,0,2189,13,2189,465,6,1910,151,1900,11,1900,27,,,0,2395,3,2395,247,4,1650,102
LU,,,60000,,,0,4,60000,4,50000,,,0,5,50000,5,62782.37109375,,,0,,,0,100000,,,0,4,100000,9,62782.37109375,,,0,,,0,62782.37109375,,,0,5,50000,5
MAG,87,,250,,,0,20,150,220,250,,,0,20,100,120,117.55000305175781,,,0,,,0,139,36,138,180,100,130,265,117.55000305175781,,,0,,,0,94,9,94,338,350,90,450
MAI,,,100.01000213623047,,,0,445,100,731,130,112,130,195,120,103,1922,171.1699981689453,,,0,,,0,159,51,160,3525,80,148.00999450683594,1463,110,29,110,144,,,0,101.37000274658203,109,139.97000122070312,1362,305,101.37000274658203,2821
MB,,,5000,,,0,10,3000,10,4000,,,0,1,3600,11,3450.389892578125,,,0,,,0,4500,,,0,,,0,3450.389892578125,,,0,,,0,6000,,,0,10,4400,10
MCB,,,175000,1,195000,2,,,0,300000,,,0,,,0,167025.5625,,,0,,,0,240000,2,175000,11,,,0,167025.5625,,,0,,,0,167025.5625,3,250000,3,,,0
MCG,12,36,23.5,110,23.5,32431,422,23,22923,22.479999542236328,1203,22.479999542236328,35058,1761,20.56999969482422,4117,24.5,582,24,1112,302,15,984,23.290000915527344,792,24.790000915527344,108776,1075,23.010000228881836,12198,36,2113,36,3910,70,30,111,23.030000686645508,4393,31.920000076293945,35145,812,23.030000686645508,10638
MEA,,,6500,1,6500,79,20,3000,140,3800,10,5000,10,200,3000,220,1735.760009765625,,,0,,,0,5163.4599609375,16,3700,168,4,2200.090087890625,682,1735.760009765625,,,0,,,0,3250,184,3699.989990234375,298,40,2650,244
MED,,,1800,,,0,20,1200,513,1371.4300537109375,30,1450,124,10,1000,700,450,,,0,20,450,20,1200,32,1200,557,16,850,739,750,102,750,102,,,0,1200,81,1200,267,50,702.02001953125,476
MFE,,,110000,2,90000,2,,,0,95000,9,100000,9,,,0,44024.19140625,,,0,,,0,80583.328125,1,80000,3,,,0,44024.19140625,,,0,,,0,160000,,,0,,,0
MFK,,,240,33,245,159,20,219,1075,250,33,300,33,20,130,1094,149.6999969482422,,,0,,,0,160,73,160,1747,40,121.41000366210938,1285,150,,,0,200,145,200,240,600,240,1690,21,130.00999450683594,783
MFL,,,100000,1,150000,1,1,130000,3,125000,4,125000,5,,,0,61748.23046875,,,0,,,0,100000,2,140000,4,,,0,61748.23046875,,,0,,,0,61748.23046875,,,0,,,0
MG,,,90,3815,90,15587,19,60,1170,45,38,45,9811,4489,40,5202,50,,,0,,,0,49,1350,49,9249,20,40,5180,54.86000061035156,500,60,500,,,0,69.48999786376953,285,69.5,6034,200,44,963
MGC,,,8591.9501953125,,,0,,,0,8591.9501953125,,,0,,,0,8591.9501953125,,,0,,,0,6740,1,6740,26,,,0,8591.9501953125,,,0,,,0,8000,,,0,,,0
MGS,,,97,123,175,1568,65,97,2365,50,23,96.94999694824219,1280,1000,52.0099983215332,2609,41.13999938964844,,,0,,,0,171,143,170,1951,50,101,2678,41.13999938964844,,,0,,,0,225,40,250,329,76,155,1536
MHL,,,2200,20,2199,713,8,2001,368,1799.6300048828125,5,1799,310,160,1650,528,2351.52001953125,,,0,,,0,2600,18,2595,1290,75,2000,103,2351.52001953125,,,0,,,0,2740,27,2740,1411,6,2400,48
MHP,,,2500,7,2500,7,10,2000,10,2500,30,2900,39,9,2500,9,2118.949951171875,,,0,,,0,2600,4,2955,4,300,2800,300,2118.949951171875,,,0,,,0,5000,50,3500,50,,,0
MLI,,,10268.849609375,,,0,,,0,12500,1,12500,1,,,0,10268.849609375,,,0,,,0,15000,19,15000,47,,,0,10268.849609375,,,0,,,0,10268.849609375,,,0,,,0
MPC,,,1040,73,1040,210,,,0,1475,1,1475,66,,,0,661.4199829101562,,,0,,,0,999.4199829101562,91,1000,225,,,0,661.4199829101562,,,0,,,0,1400,10,1400,50,,,0
MSL,,,75000,1,100000,2,1,80000,3,50000,1,120000,1,,,0,83082.453125,,,0,,,0,75000,2,85000,20,,,0,83082.453125,,,0,,,0,125000,8,100000,8,,,0
MTC,,,452.94000244140625,,,0,,,0,300,5,300,55,,,0,452.94000244140625,,,0,,,0,1,,,0,,,0,452.94000244140625,,,0,,,0,500,,,0,,,0
MTP,,,1800,57,2200,57,400,1800,400,1800,,,0,50,500,250,1027.6199951171875,4,1250,4,,,0,1500,2,2300,7,7,1500,267,1027.6199951171875,,,0,,,0,1500,56,1988.9100341796875,148,10,1250,10
MUS,,,120,,,0,345,120,886,110.95999908447266,23,130,263,10,120,551,172.3000030517578,,,0,,,0,128,121,128,3641,500,115,1945,172.3000030517578,,,0,,,0,97,148,149.99000549316406,148,500,100,1358
MWF,,,150,20,190,30,,,0,250,,,0,479,200,479,189.47000122070312,,,0,,,0,200,396,225,426,460,200,460,189.47000122070312,,,0,,,0,270,140,270,160,,,0
N,33,,75,100,75,36016,972,70.01000213623047,4147,109.19000244140625,1000,90,18521,480,74,3883,66.12000274658203,,,0,,,0,75,100,75,58830,1000,56.75,19135,66.12000274658203,,,0,,,0,109.94999694824219,90,109.94999694824219,5751,470,50.02000045776367,1570
NA,25,,25,57,25.010000228881836,6147,100,25,100,25,900,25.010000228881836,3213,100,25,100,1106.219970703125,,,0,,,0,25,192,26.989999771118164,8405,100,25,100,1,218,1,218,,,0,25,70,25.010000228881836,4541,100,25,100
NAB,,,90,600,120,725,2710,90,3100,75,100,170,730,10,70,370,126.41999816894531,,,0,,,0,115,,,0,1177,85,1532,65,,,0,460,65,460,100,100,124,810,100,80,390
NCS,,,30,700,30,700,10000,25,10000,35,500,34.9900016784668,4690,10000,25.010000228881836,16926,16.979999542236328,,,0,,,0,45,19250,45,19250,8083,25,8083,16.979999542236328,,,0,,,0,29.979999542236328,2000,29.979999542236328,2702,45,20.350000381469727,93
NE,,,270,20,280,20,100,220,449,200,50,250,149,850,166.6699981689453,1468,300,,,0,,,0,201,120,395,1704,100,200,620,300,150,300,150,,,0,150.67999267578125,890,375,1110,100,150.00999450683594,200
NF,,,5134.419921875,,,0,,,0,10000,9,10000,9,,,0,5134.419921875,,,0,,,0,5134.419921875,24,7500,60,,,0,5134.419921875,,,0,,,0,5134.419921875,,,0,,,0
NFI,,,24.989999771118164,500,24,5220,,,0,19,50,17.489999771118164,7653,,,0,6.179999828338623,,,0,,,0,8,9600,8,14056,,,0,6.179999828338623,,,0,,,0,8.5,90,9,1390,,,0
NG,,,850,31,795,81,100,500,1100,600,100,675,100,1,600,1,721.8099975585938,,,0,,,0,600.9299926757812,14,1600,252,381,600,381,721.8099975585938,,,0,,,0,550,,,0,,,0
NL,,,2800,24,2800,116,100,2256,226,2999.989990234375,1,2999.989990234375,1,45,2204,148,2000,,,0,,,0,2442.5,10,2850,735,46,2400,66,2400,26,2400,38,,,0,3000,170,3000,283,4,2500,40
NN,,,29444.419921875,1,50000,1,,,0,25000,,,0,,,0,29444.419921875,,,0,,,0,32000,,,0,4,25000,4,29444.419921875,,,0,,,0,29444.419921875,1,50000,1,,,0
NOZ,,,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0
NR,,,325,50,325,950,100,50,100,299,2000,299,2000,650,150,650,199.5800018310547,,,0,,,0,390,,,0,1,975,126,199.5800018310547,,,0,,,0,274,750,380,1500,,,0
NS,,,275.75,28,270,1707,130,202.00999450683594,1711,250,182,398,711,16,250,8946,214.27000427246094,,,0,,,0,230,1400,220,5285,100,208,7962,160,,,0,,,0,259,1212,299,11862,188,259,3196
NST,,,7500,21,7500,21,,,0,5065.7900390625,,,0,,,0,1351.469970703125,,,0,,,0,1700,23,2800,96,3,1500,21,1351.469970703125,,,0,,,0,2900,7,2800,139,4,1700,29
NUT,88,,100,177,134,349,476,100,1067,101,32,140,52,50,101,1220,151.7100067138672,,,0,,,0,131.5,32,131.5,421,500,115.12000274658203,4310,151.7100067138672,,,0,24,90,24,92.19999694824219,300,110.98999786376953,685,1800,92.16999816894531,4612
NV1,100000,,130000,,,0,100,100000,100,94010.078125,,,0,100,100000,100,94010.078125,,,0,,,0,100000,1,190000,2,100,100000,100,94010.078125,,,0,,,0,94010.078125,,,0,100,100000,100
NV2,,,130882.6328125,,,0,100,150000,100,130882.6328125,,,0,100,150000,100,130882.6328125,,,0,,,0,150000,3,220000,3,100,150000,100,130882.6328125,,,0,,,0,130882.6328125,,,0,100,150000,100
O,32,,140,766,140,3861,940,82,8314,94.38999938964844,375,100,14830,414,66.01000213623047,3112,55,,,0,,,0,78,29,74,22377,24,60.099998474121094,8505,90,1102,90,1317,,,0,95.51000213623047,35,122.98999786376953,2531,44,95.5,3109
OFF,,,120,80,200,80,400,120,1650,100,3071,100,4316,80,50,220,50.65999984741211,,,0,,,0,85,230,85,550,1180,84,5330,50.65999984741211,1000,70,1500,,,0,109.98999786376953,140,109.98999786376953,250,20,85,90
OLF,,,960.010009765625,6,444.44000244140625,102,100,50,100,1625,,,0,,,0,960.010009765625,,,0,,,0,1100,14,1100,14,,,0,960.010009765625,,,0,,,0,1100,123,825.280029296875,585,,,0
OS,,,40000,,,0,6,40000,6,47000,1,47000,5,,,0,30351.4609375,,,0,,,0,35000,2,35000,37,,,0,30351.4609375,,,0,,,0,20000,,,0,,,0
OVE,40,153,109.93000030517578,626,109.93000030517578,2137,95,74,1802,79.19999694824219,982,79.19999694824219,12298,8,68,9012,80,230,80,230,,,0,81.5,74,81.5,5311,50,80.0999984741211,11431,95,337,95,1663,32,81,65,79.73999786376953,483,79.73999786376953,7015,991,74.01000213623047,8796
PCB,,,1275,158,1275,1147,100,1200,300,2000,,,0,40,1102,50,807.0599975585938,,,0,,,0,2100,40,2150,80,100,1510,182,807.0599975585938,,,0,,,0,1600,10,2400,74,10,1400,10
PDA,,,3700,13,3700,622,3,2800,79,3000,,,0,3,1800,43,1153.030029296875,,,0,5,3500,5,4000,697,4000,719,20,2750,53,4000,28,4000,28,,,0,4500,,,0,1,2800,51
PE,,,5.789999961853027,2000,5.789999961853027,233677,1100,4.369999885559082,194831,4.900000095367432,4200,5.679999828338623,106238,1000,4.900000095367432,229052,4,100,6,100,,,0,4.409999847412109,334,5.199999809265137,549418,6000,4.409999847412109,369580,4.5,14000,4.5,20000,,,0,4.5,9600,5.239999771118164,243180,37290,4.5,161604
PFE,,,469.8900146484375,375,788.8699951171875,1865,40,300,40,400,5,400,95,,,0,480.5400085449219,,,0,,,0,550,10,549,230,30,427.1700134277344,330,480.5400085449219,,,0,100,330,100,611.1599731445312,30,525.25,670,,,0
PG,,,42.22999954223633,8586,43,19025,1440,41,46012,35.5,1320,35.5,30367,1535,29.510000228881836,85540,25,,,0,,,0,44.650001525878906,17051,45,150746,2000,36.52000045776367,249624,35,500,35,500,7429,27,7929,31,489,39.900001525878906,21130,2094,31,20984
PIB,,,1200,,,0,100,100,100,300,36,300,36,,,0,596.8499755859375,,,0,,,0,600,,,0,,,0,596.8499755859375,,,0,,,0,1100,32,1911.9100341796875,32,16,1100,16
PK,,,840.989990234375,,,0,,,0,840.989990234375,,,0,,,0,840.989990234375,,,0,,,0,1500,,,0,,,0,840.989990234375,,,0,,,0,840.989990234375,120,1200,120,,,0
POW,4200,,4300,86,4300,274,100,4200,100,4250,,,0,66,4250,166,2364.429931640625,,,0,,,0,4200,471,4600,471,100,4200,100,2364.429931640625,,,0,,,0,4600,170,4600,170,100,4200,100
PPA,,,80,2,80,12,,,0,206.1300048828125,12,250,13,14,100,29,143.52999877929688,,,0,,,0,100,16,145,16,30,50,30,143.52999877929688,160,100,160,,,0,1,,,0,,,0
PSH,,,8000,12,7000,12,,,0,5000,4,10000,4,,,0,3839.050048828125,,,0,,,0,5000,3,7000,7,,,0,3839.050048828125,,,0,,,0,8250,1,8125,24,,,0
PSL,,,3000,6,3200,109,500,3000,625,3000,,,0,300,3000,352,1700,,,0,,,0,3930,45,3930,226,12,2500.030029296875,53,1700,60,1600,63,,,0,2749,24,2750,125,12,1801,36
PSM,,,1400,4,1500,4,100,1000,191,1200,10,1200,10,45,953.7100219726562,197,750,,,0,,,0,1500,6,2399,81,2,800,61,1321.68994140625,,,0,,,0,1000,10,1999,15,,,0
PSS,,,995,15,1000,25,100,400,100,500,,,0,5,500,57,660.8400268554688,5,450,5,,,0,1099.2900390625,,,0,49,280,148,660.8400268554688,,,0,,,0,250,2,625,27,18,250,18
PT,,,525,93,524,785,171,400,1171,397.989990234375,189,397.989990234375,1975,6,355,446,255,,,0,,,0,413,525,413,4088,1000,322,3166,400,193,400,193,,,0,443.9599914550781,17,443.9599914550781,468,100,320.010009765625,927
PWO,,,237.9600067138672,1320,237.9499969482422,6148,277,200,612,208.9499969482422,99,208.9499969482422,4677,20,179,1092,210,23,210,23,,,0,215,2253,215,8686,8,195.00999450683594,1294,230,103,230,282,27,220,42,216.9499969482422,69,216.9499969482422,5890,50,181,2403
QCR,,,695000,,,0,,,0,695000,,,0,,,0,365454.625,,,0,,,0,595000,,,0,,,0,365454.625,,,0,,,0,695000,,,0,,,0
RAD,,,6000,4,5900,40,12,5000,22,7000,6,8888.8798828125,14,8,5000,8,3729.22998046875,,,0,,,0,51444.26953125,4,25000,4,,,0,3729.22998046875,,,0,,,0,20000,,,0,,,0
RAG,,,259746.03125,,,0,,,0,259746.03125,,,0,,,0,259746.03125,,,0,,,0,27500,,,0,,,0,259746.03125,,,0,,,0,259746.03125,,,0,,,0
RAM,,,1250,18,1250,18,,,0,2000,11,2000,11,,,0,1252.9200439453125,,,0,,,0,2500,109,2500,133,,,0,1252.9200439453125,,,0,,,0,2350,10,2350,42,,,0
RAT,32,166,78,552,78.97000122070312,37079,2000,63.02000045776367,10300,78.01000213623047,15,89.8499984741211,28789,940,77.19999694824219,21086,85,2822,85,3860,660,60,1860,79.5,5431,79.5,108740,129,73.3499984741211,47566,60,190,59.900001525878906,14355,1000,25,1000,62.02000045776367,5000,67.9800033569336,34597,474,62.02000045776367,30672
RBH,,,12500,16,12500,192,10,12000,65,11000,31,14000,62,2,8000,2,8000.830078125,,,0,,,0,13900,11,13997.990234375,232,4,12200.009765625,69,8000.830078125,,,0,,,0,15701.509765625,22,17111,44,2,12000,63
RCO,400,,700,5,750,7,243,700,1713,699.989990234375,8,775,8,8,582,1883,420,,,0,,,0,857.7999877929688,33,969.6900024414062,53,10,600.219970703125,930,500,22,500,82,,,0,521,21,690,229,90,523,1278
RCS,,,100000,,,0,,,0,209000,,,0,,,0,94093.78125,,,0,,,0,70000,4,100000,4,,,0,94093.78125,,,0,,,0,94093.78125,,,0,,,0
RCT,,,500000,,,0,,,0,356760.5,,,0,,,0,356760.5,,,0,,,0,550000,,,0,,,0,356760.5,,,0,,,0,356760.5,,,0,,,0
